X,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,BLOCK,EASE.MENT,APARTMENT.NUMBER,RESIDENTIAL.UNITS,COMMERCIAL.UNITS,TOTAL.UNITS,LAND.SQUARE.FEET,GROSS.SQUARE.FEET,YEAR.BUILT,TAX.CLASS.AT.TIME.OF.SALE,BUILDING.CLASS.AT.TIME.OF.SALE,high.end,sale_year,sale_month,sale_day,sale_minus_built,building_class_same
199,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,765,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,C6,0,2018,10,4,103,0
201,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,770,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,6,4,119,0
202,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,770,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2019,2,8,119,0
203,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,770,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,C6,0,2018,10,25,118,0
204,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,772,NA,,FALSE,FALSE,FALSE,369.5,1772,1917,2,C6,0,2019,9,10,102,0
205,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,772,NA,,FALSE,FALSE,FALSE,369.5,1772,1917,2,C6,0,2019,8,15,102,0
206,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,772,NA,,FALSE,FALSE,FALSE,369.5,1772,1917,2,C6,0,2019,7,22,102,0
207,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,772,NA,,FALSE,FALSE,FALSE,369.5,1772,1917,2,C6,0,2019,6,25,102,0
208,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,772,NA,,FALSE,FALSE,FALSE,369.5,1772,1917,2,C6,0,2018,10,17,101,0
209,1,CHELSEA,09 COOPS - WALKUP APARTMENTS,791,NA,,FALSE,FALSE,FALSE,369.5,1772,1915,2,C6,0,2018,10,23,103,0
210,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,694,NA,,FALSE,FALSE,FALSE,369.5,1772,2003,2,D4,0,2019,8,8,16,0
212,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,694,NA,,FALSE,FALSE,FALSE,369.5,1772,2003,2,D4,0,2019,7,3,16,0
213,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,694,NA,,FALSE,FALSE,FALSE,369.5,1772,2003,2,D4,0,2019,6,25,16,0
214,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,694,NA,,FALSE,FALSE,FALSE,369.5,1772,2003,2,D4,0,2019,4,24,16,0
215,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,717,NA,,FALSE,FALSE,FALSE,369.5,1772,1983,2,D4,0,2019,8,27,36,0
217,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,720,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2019,1,24,99,0
219,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,722,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2019,9,20,99,0
220,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,722,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2019,8,29,99,0
221,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,742,NA,,FALSE,FALSE,FALSE,369.5,1772,1928,2,D4,0,2019,5,15,91,0
222,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,742,NA,,FALSE,FALSE,FALSE,369.5,1772,1928,2,D4,0,2019,1,18,91,0
223,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,744,NA,,FALSE,FALSE,FALSE,369.5,1772,1928,2,D4,0,2018,11,20,90,0
224,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,744,NA,,FALSE,FALSE,FALSE,369.5,1772,1928,2,D4,0,2018,11,20,90,0
225,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,744,NA,,FALSE,FALSE,FALSE,369.5,1772,1928,2,D4,0,2018,11,8,90,0
227,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,747,NA,,FALSE,FALSE,FALSE,369.5,1772,1926,2,D4,0,2019,6,26,93,0
228,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,747,NA,,FALSE,FALSE,FALSE,369.5,1772,1926,2,D4,0,2019,3,12,93,0
229,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,747,NA,,FALSE,FALSE,FALSE,369.5,1772,1926,2,D4,0,2019,1,9,93,0
230,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,747,NA,,FALSE,FALSE,FALSE,369.5,1772,1926,2,D4,0,2018,11,30,92,0
231,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,8,2,56,0
232,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,5,13,56,0
235,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,4,1,56,0
236,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,3,21,56,0
238,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,3,1,56,0
239,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2018,12,1,55,0
240,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2018,12,1,55,0
241,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,748,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2018,11,16,55,0
243,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,749,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,5,10,56,0
244,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,749,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,3,1,56,0
245,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,749,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,1,3,56,0
247,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,751,NA,,FALSE,FALSE,FALSE,369.5,1772,1960,2,D4,0,2019,3,1,59,0
248,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,751,NA,,FALSE,FALSE,FALSE,369.5,1772,1960,2,D4,0,2019,3,1,59,0
250,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,751,NA,,FALSE,FALSE,FALSE,369.5,1772,1960,2,D4,0,2019,2,14,59,0
254,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,764,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,D4,0,2019,6,14,89,0
255,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,764,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,D4,0,2019,6,3,89,0
256,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,764,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,D4,0,2018,10,10,88,0
258,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,765,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,D4,0,2019,6,19,89,0
260,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,766,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,D4,0,2019,9,5,89,0
261,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,766,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,D4,0,2019,2,5,89,0
262,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,766,NA,,FALSE,FALSE,FALSE,369.5,1772,1900,2,D4,1,2019,2,15,119,0
263,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,769,NA,,FALSE,FALSE,FALSE,369.5,1772,1913,2,D0,1,2018,10,25,105,0
264,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,769,NA,,FALSE,FALSE,FALSE,369.5,1772,1901,2,D4,0,2018,11,14,117,0
268,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,770,NA,,FALSE,FALSE,FALSE,369.5,1772,1902,2,D4,0,2019,1,8,117,0
269,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,770,NA,,FALSE,FALSE,FALSE,369.5,1772,1902,2,D4,0,2018,11,28,116,0
270,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,770,NA,,FALSE,FALSE,FALSE,369.5,1772,1913,2,D4,0,2019,8,22,106,0
271,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,770,NA,,FALSE,FALSE,FALSE,369.5,1772,1913,2,D4,0,2019,7,9,106,0
273,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2019,2,8,99,0
274,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2018,11,9,98,0
276,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1889,2,D4,0,2019,2,12,130,0
278,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,9,30,56,0
279,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,8,29,56,0
280,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,8,1,56,0
281,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,7,29,56,0
282,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,6,27,56,0
283,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,6,10,56,0
284,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,6,6,56,0
285,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,5,6,56,0
286,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,1,4,56,0
288,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2018,10,3,55,0
289,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,773,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,D4,0,2019,7,19,79,0
290,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,773,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,D4,0,2019,3,18,79,0
291,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,773,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,D4,0,2019,2,28,79,0
292,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,773,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,D4,0,2018,12,18,78,0
293,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,773,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,D4,0,2018,10,3,78,0
294,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,774,NA,,FALSE,FALSE,FALSE,369.5,1772,1925,2,D4,0,2019,8,23,94,0
295,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,775,NA,,FALSE,FALSE,FALSE,369.5,1772,1939,2,D4,0,2019,2,14,80,0
296,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,776,NA,,FALSE,FALSE,FALSE,369.5,1772,1918,2,D0,0,2019,4,15,101,0
297,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,776,NA,,FALSE,FALSE,FALSE,369.5,1772,1918,2,D0,0,2019,1,30,101,0
298,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,776,NA,,FALSE,FALSE,FALSE,369.5,1772,1918,2,D0,0,2019,1,30,101,0
299,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,776,NA,,FALSE,FALSE,FALSE,369.5,1772,1918,2,D0,0,2018,12,20,100,0
300,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,9,18,56,0
301,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,7,25,56,0
302,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,6,24,56,0
303,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,5,28,56,0
304,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,5,20,56,0
307,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2019,1,14,56,0
308,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2018,11,28,55,0
309,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2018,11,5,55,0
310,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,790,NA,,FALSE,FALSE,FALSE,369.5,1772,1963,2,D4,0,2018,11,5,55,0
311,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,791,NA,,FALSE,FALSE,FALSE,369.5,1772,1938,2,D0,1,2019,9,9,81,0
312,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,791,NA,,FALSE,FALSE,FALSE,369.5,1772,1938,2,D0,0,2019,7,8,81,0
313,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,791,NA,,FALSE,FALSE,FALSE,369.5,1772,1940,2,D0,0,2019,5,31,79,0
314,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,791,NA,,FALSE,FALSE,FALSE,369.5,1772,1923,2,D0,1,2018,12,13,95,0
315,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,793,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D0,1,2019,4,25,99,0
316,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,793,NA,,FALSE,FALSE,FALSE,369.5,1772,1906,2,D0,0,2019,8,29,113,0
319,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,796,NA,,FALSE,FALSE,FALSE,369.5,1772,1938,2,D4,0,2019,2,14,81,0
320,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,796,NA,,FALSE,FALSE,FALSE,369.5,1772,1938,2,D4,0,2019,7,29,81,0
321,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,797,NA,,FALSE,FALSE,FALSE,369.5,1772,1950,2,D4,0,2019,2,25,69,0
322,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1909,2,D0,0,2019,9,16,110,0
323,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1909,2,D0,0,2019,7,31,110,0
324,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1909,2,D0,0,2019,1,30,110,0
325,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D4,0,2019,6,19,109,0
326,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D4,0,2019,4,2,109,0
328,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D4,0,2018,11,5,108,0
329,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D4,0,2018,10,26,108,0
330,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D4,0,2018,10,25,108,0
331,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,802,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,0,2018,12,18,108,0
332,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,803,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,1,2018,12,21,108,0
333,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,803,NA,,FALSE,FALSE,FALSE,369.5,1772,1910,2,D0,1,2018,10,30,108,0
334,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,699,NA,2A,FALSE,FALSE,FALSE,369.5,1338,2015,2,R2,1,2019,9,10,4,0
335,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,699,NA,3A,FALSE,FALSE,FALSE,369.5,1181,2015,2,R2,1,2019,8,14,4,0
336,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,699,NA,3B,FALSE,FALSE,FALSE,369.5,2806,2015,2,R2,0,2019,8,8,4,0
337,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,699,NA,4C,FALSE,FALSE,FALSE,369.5,369,2015,2,R2,1,2019,9,9,4,0
338,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,699,NA,6A,FALSE,FALSE,FALSE,369.5,1448,2015,2,R2,1,2019,8,5,4,0
339,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,699,NA,7A,FALSE,FALSE,FALSE,369.5,1438,2015,2,R2,1,2019,9,6,4,0
341,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,699,NA,7S,FALSE,FALSE,FALSE,369.5,1070,2015,2,R2,1,2019,8,8,4,0
342,1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,764,NA,4-B,FALSE,FALSE,FALSE,369.5,2163,1930,2,R2,0,2019,4,25,89,0
343,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,690,NA,2C,FALSE,FALSE,FALSE,369.5,1091,2007,2,R4,0,2018,10,5,11,0
344,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,691,NA,5C,FALSE,FALSE,FALSE,369.5,216,2007,2,R4,0,2019,3,19,12,0
346,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,691,NA,7C,FALSE,FALSE,FALSE,369.5,577,2013,2,R4,1,2019,4,12,6,0
347,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,691,NA,7D,FALSE,FALSE,FALSE,369.5,73,2013,2,R4,1,2019,1,2,6,0
350,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,692,NA,4F,FALSE,FALSE,FALSE,369.5,1659,2013,2,R4,1,2018,10,1,5,0
351,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,693,NA,5A,FALSE,FALSE,FALSE,369.5,1243,2013,2,R4,0,2018,10,29,5,0
352,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,693,NA,5A,FALSE,FALSE,FALSE,369.5,1243,2013,2,R4,0,2018,10,29,5,0
354,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,R1,FALSE,FALSE,FALSE,369.5,45,2005,2,R4,0,2019,8,28,14,0
355,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,7FL-F,FALSE,FALSE,FALSE,369.5,539,1932,2,R4,1,2019,2,22,87,0
356,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,8FL-R,FALSE,FALSE,FALSE,369.5,1252,1932,2,R4,1,2019,4,30,87,0
357,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,N3F,FALSE,FALSE,FALSE,369.5,75,2005,2,R4,0,2019,3,11,14,0
359,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S4F,FALSE,FALSE,FALSE,369.5,2633,2005,2,R4,0,2019,4,29,14,0
360,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S5C,FALSE,FALSE,FALSE,369.5,2744,2005,2,R4,0,2018,11,15,13,0
361,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S5E,FALSE,FALSE,FALSE,369.5,2633,2005,2,R4,0,2019,4,16,14,0
363,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,N6A,FALSE,FALSE,FALSE,369.5,2959,2005,2,R4,0,2019,7,12,14,0
364,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,N6G,FALSE,FALSE,FALSE,369.5,2374,2005,2,R4,0,2019,1,9,14,0
365,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S6D,FALSE,FALSE,FALSE,369.5,2803,2005,2,R4,0,2019,3,13,14,0
366,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,N7C,FALSE,FALSE,FALSE,369.5,2220,2005,2,R4,0,2019,4,26,14,0
367,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S7R,FALSE,FALSE,FALSE,369.5,2961,2005,2,R4,0,2018,12,21,13,0
368,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,N8N,FALSE,FALSE,FALSE,369.5,2799,2005,2,R4,0,2019,5,15,14,0
370,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S8Q,FALSE,FALSE,FALSE,369.5,2588,2005,2,R4,0,2019,8,20,14,0
371,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,N9K,FALSE,FALSE,FALSE,369.5,2633,2005,2,R4,0,2018,12,6,13,0
373,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S11N,FALSE,FALSE,FALSE,369.5,2378,2005,2,R4,0,2019,6,13,14,0
375,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S12D,FALSE,FALSE,FALSE,369.5,2803,2005,2,R4,0,2018,10,2,13,0
376,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S12R,FALSE,FALSE,FALSE,369.5,2961,2005,2,R4,0,2018,10,2,13,0
377,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S14F,FALSE,FALSE,FALSE,369.5,210,2005,2,R4,0,2019,7,9,14,0
378,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,S15D,FALSE,FALSE,FALSE,369.5,172,2005,2,R4,0,2018,11,30,13,0
379,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,10N,FALSE,FALSE,FALSE,369.5,1265,2007,2,R4,1,2018,10,10,11,0
380,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,695,NA,PHN,FALSE,FALSE,FALSE,369.5,1693,2013,2,R4,1,2019,2,4,6,0
381,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,696,NA,4(2E),FALSE,FALSE,FALSE,369.5,313,2007,2,R4,0,2019,8,7,12,0
382,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,696,NA,6(3E),FALSE,FALSE,FALSE,369.5,315,2007,2,R4,1,2019,3,15,12,0
383,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,696,NA,12/6E,FALSE,FALSE,FALSE,369.5,317,2007,2,R4,1,2019,5,17,12,0
384,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,696,NA,14/7E,FALSE,FALSE,FALSE,369.5,329,2007,2,R4,1,2019,3,22,12,0
387,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,699,NA,4F,FALSE,FALSE,FALSE,369.5,2775,2009,2,R4,0,2019,8,1,10,0
388,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,699,NA,6E,FALSE,FALSE,FALSE,369.5,2825,2009,2,R4,0,2019,6,25,10,0
389,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,699,NA,10A,FALSE,FALSE,FALSE,369.5,221,2009,2,R4,1,2019,6,20,10,0
390,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,699,NA,12,FALSE,FALSE,FALSE,369.5,725,2014,2,R4,1,2019,6,28,5,0
391,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,699,NA,24,FALSE,FALSE,FALSE,369.5,2110,2014,2,R4,0,2018,12,26,4,0
392,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,699,NA,25,FALSE,FALSE,FALSE,369.5,1700,2014,2,R4,1,2018,10,17,4,0
393,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,699,NA,29,FALSE,FALSE,FALSE,369.5,1695,2014,2,R4,1,2019,6,25,5,0
394,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,700,NA,2D,FALSE,FALSE,FALSE,369.5,1168,2014,2,R4,1,2019,4,19,5,0
397,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,700,NA,6B,FALSE,FALSE,FALSE,369.5,216,2014,2,R4,1,2019,6,20,5,0
398,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,1009,FALSE,FALSE,FALSE,369.5,2405,2006,2,R4,0,2019,3,15,13,0
399,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,1018,FALSE,FALSE,FALSE,369.5,3115,2006,2,R4,1,2019,6,25,13,0
401,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,1023,FALSE,FALSE,FALSE,369.5,2589,2006,2,R4,0,2019,4,15,13,0
402,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,1115,FALSE,FALSE,FALSE,369.5,2653,2006,2,R4,0,2018,12,28,12,0
403,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,1122,FALSE,FALSE,FALSE,369.5,2814,2006,2,R4,0,2019,7,18,13,0
404,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,1606,FALSE,FALSE,FALSE,369.5,2405,2006,2,R4,0,2019,3,28,13,0
406,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,2301,FALSE,FALSE,FALSE,369.5,2828,2006,2,R4,0,2019,7,26,13,0
407,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,714,NA,2302,FALSE,FALSE,FALSE,369.5,2776,2006,2,R4,0,2019,4,29,13,0
408,1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,716,NA,501,FALSE,FALSE,FALSE,369.5,258,1932,2,R4,0,2018,11,6,86,0
