X,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,BLOCK,EASE.MENT,APARTMENT.NUMBER,RESIDENTIAL.UNITS,COMMERCIAL.UNITS,TOTAL.UNITS,LAND.SQUARE.FEET,GROSS.SQUARE.FEET,YEAR.BUILT,TAX.CLASS.AT.TIME.OF.SALE,BUILDING.CLASS.AT.TIME.OF.SALE,high.end,sale_year,sale_month,sale_day,sale_minus_built,building_class_same
9281,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1049,NA,SU-24,FALSE,FALSE,FALSE,369.5,2228,1932,2,R4,1,2019,4,17,87,0
9282,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1049,NA,SU-25,FALSE,FALSE,FALSE,369.5,2228,1932,2,R4,0,2019,9,11,87,0
9283,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1049,NA,SU-28,FALSE,FALSE,FALSE,369.5,1878,1932,2,R4,0,2019,9,11,87,0
9284,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1049,NA,SU-32,FALSE,FALSE,FALSE,369.5,2228,1932,2,R4,0,2019,8,7,87,0
9286,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1263,NA,16B,FALSE,FALSE,FALSE,369.5,2949,2005,2,R4,0,2019,5,2,14,0
9288,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1263,NA,34A,FALSE,FALSE,FALSE,369.5,119,2005,2,R4,1,2019,2,22,14,0
9289,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1263,NA,34D,FALSE,FALSE,FALSE,369.5,2584,2005,2,R4,0,2018,10,24,13,0
9290,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,9C,FALSE,FALSE,FALSE,369.5,3154,1982,2,R4,0,2019,6,5,37,0
9291,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,19C,FALSE,FALSE,FALSE,369.5,3147,1982,2,R4,0,2018,12,31,36,0
9292,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,19D,FALSE,FALSE,FALSE,369.5,714,1982,2,R4,1,2019,7,17,37,0
9293,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,27B,FALSE,FALSE,FALSE,369.5,714,1982,2,R4,0,2019,7,29,37,0
9294,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,28D,FALSE,FALSE,FALSE,369.5,714,1982,2,R4,1,2018,10,15,36,0
9295,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,31A,FALSE,FALSE,FALSE,369.5,1199,1982,2,R4,1,2019,4,26,37,0
9297,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,34C,FALSE,FALSE,FALSE,369.5,3147,1982,2,R4,0,2019,3,15,37,0
9298,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,38B/C,FALSE,FALSE,FALSE,369.5,1460,1982,2,R4,1,2018,10,29,36,0
9299,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1269,NA,41A,FALSE,FALSE,FALSE,369.5,1199,1982,2,R4,0,2019,4,30,37,0
9301,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1270,NA,PHS,FALSE,FALSE,FALSE,369.5,64,1925,2,R4,0,2019,6,19,94,0
9302,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,4E,FALSE,FALSE,FALSE,369.5,2949,1932,2,R4,0,2019,7,18,87,0
9303,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,4E,FALSE,FALSE,FALSE,369.5,2949,1932,2,R4,0,2019,7,18,87,0
9304,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,4H,FALSE,FALSE,FALSE,369.5,2776,1932,2,R4,0,2018,11,28,86,0
9305,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,4H,FALSE,FALSE,FALSE,369.5,2776,1932,2,R4,0,2018,11,28,86,0
9307,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,7A,FALSE,FALSE,FALSE,369.5,2139,1932,2,R4,0,2019,1,25,87,0
9308,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,7B,FALSE,FALSE,FALSE,369.5,15,1932,2,R4,0,2019,4,26,87,0
9309,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,7B,FALSE,FALSE,FALSE,369.5,15,1932,2,R4,0,2019,4,26,87,0
9311,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,7C,FALSE,FALSE,FALSE,369.5,2444,1932,2,R4,0,2019,7,26,87,0
9312,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,8C,FALSE,FALSE,FALSE,369.5,2444,1932,2,R4,0,2019,9,12,87,0
9313,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,8C,FALSE,FALSE,FALSE,369.5,2444,1932,2,R4,0,2019,9,12,87,0
9314,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,11E,FALSE,FALSE,FALSE,369.5,2949,1932,2,R4,0,2019,1,29,87,0
9315,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,11E,FALSE,FALSE,FALSE,369.5,2949,1932,2,R4,0,2019,1,29,87,0
9317,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,12J,FALSE,FALSE,FALSE,369.5,2776,1932,2,R4,0,2018,12,14,86,0
9318,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,14D,FALSE,FALSE,FALSE,369.5,2444,1932,2,R4,0,2019,1,23,87,0
9319,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,14D,FALSE,FALSE,FALSE,369.5,2444,1932,2,R4,0,2019,1,23,87,0
9321,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,17B,FALSE,FALSE,FALSE,369.5,15,1932,2,R4,0,2018,12,7,86,0
9322,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,20C,FALSE,FALSE,FALSE,369.5,2428,1932,2,R4,0,2019,9,12,87,0
9323,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,20C,FALSE,FALSE,FALSE,369.5,2428,1932,2,R4,0,2019,9,12,87,0
9324,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,20H,FALSE,FALSE,FALSE,369.5,2232,1932,2,R4,0,2018,10,25,86,0
9325,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1271,NA,20H,FALSE,FALSE,FALSE,369.5,2232,1932,2,R4,0,2018,10,25,86,0
9326,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1272,NA,4E,FALSE,FALSE,FALSE,369.5,417,2007,2,R4,0,2019,2,6,12,0
9327,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1272,NA,8D,FALSE,FALSE,FALSE,369.5,44,1932,2,R4,0,2018,12,31,86,0
9328,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1272,NA,11A,FALSE,FALSE,FALSE,369.5,2838,1932,2,R4,0,2018,12,31,86,0
9329,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1272,NA,15A,FALSE,FALSE,FALSE,369.5,1083,1932,2,R4,1,2019,3,15,87,0
9330,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,5A,FALSE,FALSE,FALSE,369.5,3099,1932,2,R4,0,2019,7,1,87,0
9331,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,12E,FALSE,FALSE,FALSE,369.5,58,1932,2,R4,0,2019,8,1,87,0
9332,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,17D,FALSE,FALSE,FALSE,369.5,2220,1932,2,R4,0,2019,4,24,87,0
9333,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,19-F,FALSE,FALSE,FALSE,369.5,2387,1932,2,R4,0,2019,4,17,87,0
9334,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,27A,FALSE,FALSE,FALSE,369.5,3099,1932,2,R4,0,2019,4,17,87,0
9336,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,28F1,FALSE,FALSE,FALSE,369.5,2955,1932,2,R4,0,2019,5,6,87,0
9337,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,31B,FALSE,FALSE,FALSE,369.5,2802,1932,2,R4,0,2018,12,27,86,0
9338,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,NA,33E2,FALSE,FALSE,FALSE,369.5,232,1932,2,R4,0,2019,9,26,87,0
9339,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,3H,FALSE,FALSE,FALSE,369.5,2394,1932,2,R4,0,2019,7,3,87,0
9340,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,3H,FALSE,FALSE,FALSE,369.5,2394,1932,2,R4,0,2019,7,3,87,0
9341,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,8E,FALSE,FALSE,FALSE,369.5,2792,1932,2,R4,0,2019,4,2,87,0
9342,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,8E,FALSE,FALSE,FALSE,369.5,2792,1932,2,R4,0,2019,4,2,87,0
9343,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,25,FALSE,FALSE,FALSE,369.5,2862,1932,2,R4,0,2019,9,2,87,0
9344,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,25,FALSE,FALSE,FALSE,369.5,2862,1932,2,R4,0,2019,9,2,87,0
9345,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,508,FALSE,FALSE,FALSE,369.5,2831,1932,2,R4,0,2019,7,8,87,0
9346,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,508,FALSE,FALSE,FALSE,369.5,2831,1932,2,R4,0,2019,7,8,87,0
9348,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,603,FALSE,FALSE,FALSE,369.5,758,1932,2,R4,1,2019,3,8,87,0
9349,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,802,FALSE,FALSE,FALSE,369.5,145,1932,2,R4,1,2019,4,17,87,0
9350,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,802,FALSE,FALSE,FALSE,369.5,145,1932,2,R4,1,2019,4,17,87,0
9351,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,803,FALSE,FALSE,FALSE,369.5,758,1932,2,R4,1,2019,4,17,87,0
9353,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,905,FALSE,FALSE,FALSE,369.5,193,1932,2,R4,1,2019,2,8,87,0
9354,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,905,FALSE,FALSE,FALSE,369.5,193,1932,2,R4,1,2019,2,8,87,0
9355,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,1310,FALSE,FALSE,FALSE,369.5,2966,1932,2,R4,1,2018,10,23,86,0
9356,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,1310,FALSE,FALSE,FALSE,369.5,2966,1932,2,R4,1,2018,10,23,86,0
9358,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,1502,FALSE,FALSE,FALSE,369.5,2662,1932,2,R4,0,2018,10,17,86,0
9359,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,1504,FALSE,FALSE,FALSE,369.5,249,1932,2,R4,0,2018,10,17,86,0
9360,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,1504,FALSE,FALSE,FALSE,369.5,249,1932,2,R4,0,2018,10,17,86,0
9361,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,1804,FALSE,FALSE,FALSE,369.5,189,1932,2,R4,0,2018,10,17,86,0
9362,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,1804,FALSE,FALSE,FALSE,369.5,189,1932,2,R4,0,2018,10,17,86,0
9363,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,2003,FALSE,FALSE,FALSE,369.5,1848,1932,2,R4,1,2019,3,14,87,0
9364,1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1274,NA,2003,FALSE,FALSE,FALSE,369.5,1848,1932,2,R4,1,2019,3,14,87,0
9365,1,MIDTOWN WEST,17 CONDO COOPS,1010,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,R9,0,2019,6,25,89,0
9366,1,MIDTOWN WEST,17 CONDO COOPS,1010,NA,,FALSE,FALSE,FALSE,369.5,1772,1930,2,R9,0,2019,1,29,89,0
9367,1,MIDTOWN WEST,17 CONDO COOPS,1011,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,3,28,87,0
9370,1,MIDTOWN WEST,17 CONDO COOPS,1025,NA,,FALSE,FALSE,FALSE,369.5,1772,1912,2,R9,0,2018,11,15,106,0
9371,1,MIDTOWN WEST,17 CONDO COOPS,1025,NA,,FALSE,FALSE,FALSE,369.5,1772,1912,2,R9,0,2018,10,25,106,0
9372,1,MIDTOWN WEST,17 CONDO COOPS,1048,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,8,7,87,0
9373,1,MIDTOWN WEST,17 CONDO COOPS,1048,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,7,30,87,0
9374,1,MIDTOWN WEST,17 CONDO COOPS,1048,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,6,17,87,0
9375,1,MIDTOWN WEST,17 CONDO COOPS,1048,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,6,17,87,0
9376,1,MIDTOWN WEST,17 CONDO COOPS,1048,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,6,6,87,0
9377,1,MIDTOWN WEST,17 CONDO COOPS,1048,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,3,28,87,0
9378,1,MIDTOWN WEST,17 CONDO COOPS,1048,NA,,FALSE,FALSE,FALSE,369.5,1772,1932,2,R9,0,2019,1,28,87,0
9381,1,MIDTOWN WEST,14 RENTALS - 4-10 UNIT,1033,NA,,TRUE,TRUE,TRUE,106,2084,1920,2,S5,1,2019,2,21,99,0
9382,1,MIDTOWN WEST,14 RENTALS - 4-10 UNIT,1271,NA,,TRUE,TRUE,TRUE,395,2873,1915,2,S9,0,2018,10,1,103,0
9385,1,MIDTOWN WEST,09 COOPS - WALKUP APARTMENTS,1038,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,C6,0,2019,6,14,99,0
9386,1,MIDTOWN WEST,09 COOPS - WALKUP APARTMENTS,1044,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,C6,0,2019,9,19,99,0
9387,1,MIDTOWN WEST,10 COOPS - ELEVATOR APARTMENTS,1270,NA,,FALSE,FALSE,FALSE,369.5,1772,1920,2,D4,0,2019,8,27,99,0
9388,1,MIDTOWN WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL,1037,NA,1,FALSE,FALSE,FALSE,369.5,1769,2015,2,R1,1,2019,3,13,4,0
9389,1,MIDTOWN WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL,1037,NA,2,FALSE,FALSE,FALSE,369.5,281,2015,2,R1,0,2019,5,16,4,0
9390,1,MIDTOWN WEST,15 CONDOS - 2-10 UNIT RESIDENTIAL,1037,NA,5,FALSE,FALSE,FALSE,369.5,671,2015,2,R1,1,2019,5,9,4,0
9393,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1009,NA,,FALSE,TRUE,TRUE,754,3072,1908,4,O6,0,2019,5,23,111,0
9395,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1033,NA,,TRUE,TRUE,TRUE,590,2230,1928,4,O6,0,2018,12,21,90,0
9396,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1033,NA,,FALSE,TRUE,TRUE,241,2761,1928,4,O5,0,2018,12,21,90,0
9397,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1034,NA,,FALSE,TRUE,TRUE,395,2120,1930,4,O2,1,2019,1,16,89,0
9398,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1035,NA,,FALSE,TRUE,TRUE,489,1048,1931,4,O6,1,2018,12,20,87,0
9399,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1260,NA,,FALSE,TRUE,TRUE,597,2186,1911,4,O6,1,2019,7,15,108,0
9400,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1262,NA,,FALSE,TRUE,TRUE,389,856,1940,4,O5,1,2018,10,18,78,0
9401,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1263,NA,,FALSE,TRUE,TRUE,785,892,1926,4,O6,0,2018,10,1,92,0
9402,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1263,NA,,FALSE,TRUE,TRUE,712,2900,1940,4,O6,0,2018,10,1,78,0
9403,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1263,NA,,FALSE,TRUE,TRUE,758,1890,1924,4,O5,1,2018,10,26,94,0
9404,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1267,NA,,FALSE,TRUE,TRUE,268,1613,1940,4,O6,0,2019,5,23,79,0
9405,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1270,NA,,FALSE,TRUE,TRUE,657,1555,1945,4,O2,1,2019,3,5,74,0
9406,1,MIDTOWN WEST,21 OFFICE BUILDINGS,1270,NA,,FALSE,TRUE,TRUE,350,3025,1930,4,O5,1,2019,3,5,89,0
9407,1,MIDTOWN WEST,22 STORE BUILDINGS,999,NA,,FALSE,TRUE,TRUE,173,2541,1920,4,K4,1,2018,10,23,98,0
9408,1,MIDTOWN WEST,22 STORE BUILDINGS,999,NA,,FALSE,TRUE,TRUE,173,2541,1920,4,K9,0,2018,10,23,98,0
9409,1,MIDTOWN WEST,22 STORE BUILDINGS,1017,NA,,FALSE,TRUE,TRUE,26,2126,1920,4,K4,1,2019,8,13,99,0
9410,1,MIDTOWN WEST,22 STORE BUILDINGS,1023,NA,,FALSE,TRUE,TRUE,707,1530,1920,4,K4,0,2019,1,18,99,0
9411,1,MIDTOWN WEST,22 STORE BUILDINGS,1023,NA,,FALSE,TRUE,TRUE,707,1530,1920,4,K4,0,2018,10,1,98,0
9412,1,MIDTOWN WEST,22 STORE BUILDINGS,1033,NA,,TRUE,TRUE,TRUE,108,2115,1920,4,K4,1,2019,2,21,99,0
9414,1,MIDTOWN WEST,22 STORE BUILDINGS,1033,NA,,TRUE,TRUE,TRUE,108,1971,1920,4,K4,1,2019,2,21,99,0
9415,1,MIDTOWN WEST,22 STORE BUILDINGS,1034,NA,,FALSE,TRUE,TRUE,810,3162,1920,4,K1,0,2019,2,5,99,0
9416,1,MIDTOWN WEST,22 STORE BUILDINGS,1037,NA,,FALSE,TRUE,TRUE,354,1853,1920,4,K2,1,2019,4,18,99,0
9417,1,MIDTOWN WEST,22 STORE BUILDINGS,1263,NA,,FALSE,TRUE,TRUE,369,2325,1938,4,K2,1,2018,10,26,80,0
9418,1,MIDTOWN WEST,22 STORE BUILDINGS,1263,NA,,FALSE,TRUE,TRUE,296,2513,1920,4,K9,1,2018,10,26,98,0
9419,1,MIDTOWN WEST,22 STORE BUILDINGS,1267,NA,,FALSE,TRUE,TRUE,660,774,1919,4,K2,0,2019,5,23,100,0
9421,1,MIDTOWN WEST,23 LOFT BUILDINGS,1034,NA,,FALSE,TRUE,TRUE,241,1017,1925,4,L1,1,2018,12,18,93,0
9422,1,MIDTOWN WEST,25 LUXURY HOTELS,1009,NA,,FALSE,TRUE,TRUE,485,2412,1939,4,H1,1,2019,1,23,80,0
9423,1,MIDTOWN WEST,25 LUXURY HOTELS,1260,NA,,FALSE,TRUE,TRUE,691,2464,1903,4,H2,1,2019,8,2,116,0
9425,1,MIDTOWN WEST,25 LUXURY HOTELS,1271,NA,,FALSE,TRUE,TRUE,395,1898,2014,4,H2,1,2019,3,13,5,0
9426,1,MIDTOWN WEST,26 OTHER HOTELS,999,NA,,FALSE,TRUE,TRUE,559,1595,1902,4,H3,1,2019,7,29,117,0
9427,1,MIDTOWN WEST,26 OTHER HOTELS,1009,NA,,FALSE,TRUE,TRUE,738,859,2007,4,H3,0,2019,9,4,12,0
9429,1,MIDTOWN WEST,26 OTHER HOTELS,1009,NA,,FALSE,TRUE,TRUE,738,859,2007,4,H3,0,2019,3,22,12,0
9430,1,MIDTOWN WEST,26 OTHER HOTELS,1009,NA,,FALSE,TRUE,TRUE,738,859,2007,4,H3,0,2019,3,6,12,0
9431,1,MIDTOWN WEST,26 OTHER HOTELS,1009,NA,,FALSE,TRUE,TRUE,738,859,2007,4,H3,0,2019,1,3,12,0
9432,1,MIDTOWN WEST,26 OTHER HOTELS,1009,NA,,FALSE,TRUE,TRUE,738,859,2007,4,H3,0,2018,11,20,11,0
9434,1,MIDTOWN WEST,27 FACTORIES,1262,NA,,FALSE,TRUE,TRUE,531,1576,1920,4,F5,0,2018,12,31,98,0
9435,1,MIDTOWN WEST,28 COMMERCIAL CONDOS,1047,NA,TU1,FALSE,FALSE,FALSE,369.5,1075,1932,4,R5,0,2018,12,7,86,0
9436,1,MIDTOWN WEST,29 COMMERCIAL GARAGES,1038,NA,,FALSE,FALSE,FALSE,126,1772,1932,4,G6,1,2019,4,26,87,0
9437,1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,1000,NA,,FALSE,FALSE,FALSE,532,1772,1932,4,V1,1,2019,1,31,87,0
9438,1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,1012,NA,,FALSE,FALSE,FALSE,788,1772,2018,4,V1,0,2019,2,22,1,0
9439,1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,1017,NA,,FALSE,FALSE,FALSE,625,1772,1932,4,V1,1,2019,8,13,87,0
9440,1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,1029,NA,,FALSE,FALSE,FALSE,259,1772,1932,4,V1,0,2019,4,9,87,0
9441,1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,1259,NA,,FALSE,FALSE,FALSE,223,1772,1932,4,V1,1,2019,7,1,87,0
9445,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1261,NA,12,FALSE,FALSE,FALSE,369.5,1725,1932,4,RB,1,2019,9,12,87,0
9446,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1262,NA,204/6,FALSE,FALSE,FALSE,369.5,22,1925,4,RB,0,2019,1,17,94,0
9447,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1262,NA,,FALSE,FALSE,FALSE,369.5,3172,1932,4,RB,0,2018,12,15,86,0
9448,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1262,NA,1111,FALSE,FALSE,FALSE,369.5,2202,1925,4,RB,0,2019,1,1,94,0
9449,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1262,NA,1405,FALSE,FALSE,FALSE,369.5,1611,1925,4,RB,0,2019,1,1,94,0
9450,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1262,NA,18LM,FALSE,FALSE,FALSE,369.5,2135,2009,4,RB,1,2019,1,24,10,0
9453,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1262,NA,19K,FALSE,FALSE,FALSE,369.5,3120,2009,4,RB,0,2018,12,20,9,0
9454,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1274,NA,3D,FALSE,FALSE,FALSE,369.5,2371,1920,4,RB,0,2018,11,9,98,0
9455,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1274,NA,3D,FALSE,FALSE,FALSE,369.5,2371,1920,4,RB,0,2018,11,9,98,0
9456,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1274,NA,6D,FALSE,FALSE,FALSE,369.5,2817,1920,4,RB,0,2019,2,21,99,0
9457,1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,1274,NA,6D,FALSE,FALSE,FALSE,369.5,2817,1920,4,RB,0,2019,2,21,99,0
9458,1,MIDTOWN WEST,44 CONDO PARKING,1018,NA,C002,FALSE,FALSE,FALSE,369.5,1532,2006,4,RG,1,2018,12,19,12,0
9459,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,TIMES,FALSE,FALSE,FALSE,369.5,2190,1963,4,RH,0,2019,9,18,56,0
9460,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,TIMES,FALSE,FALSE,FALSE,369.5,2190,1963,4,RH,0,2019,8,10,56,0
9461,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,TIMES,FALSE,FALSE,FALSE,369.5,2190,1963,4,RH,0,2019,6,22,56,0
9463,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,TIMES,FALSE,FALSE,FALSE,369.5,2190,1963,4,RH,0,2019,1,3,56,0
9464,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,TIMES,FALSE,FALSE,FALSE,369.5,2190,1963,4,RH,0,2018,10,14,55,0
9466,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU2,FALSE,FALSE,FALSE,369.5,1515,1963,4,RH,0,2019,1,23,56,0
9467,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU2,FALSE,FALSE,FALSE,369.5,1515,1963,4,RH,0,2019,1,9,56,0
9468,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU2,FALSE,FALSE,FALSE,369.5,1515,1963,4,RH,0,2018,11,20,55,0
9470,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU2,FALSE,FALSE,FALSE,369.5,1515,1963,4,RH,0,2018,10,3,55,0
9471,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU2,FALSE,FALSE,FALSE,369.5,1515,1963,4,RH,0,2018,10,3,55,0
9473,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU3,FALSE,FALSE,FALSE,369.5,1558,1963,4,RH,0,2019,2,22,56,0
9474,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU3,FALSE,FALSE,FALSE,369.5,1558,1963,4,RH,0,2018,12,22,55,0
9475,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU3,FALSE,FALSE,FALSE,369.5,1558,1963,4,RH,0,2018,11,30,55,0
9476,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU3,FALSE,FALSE,FALSE,369.5,1558,1963,4,RH,0,2018,11,1,55,0
9478,1,MIDTOWN WEST,45 CONDO HOTELS,1006,NA,HU3,FALSE,FALSE,FALSE,369.5,1558,1963,4,RH,0,2018,10,11,55,0
